,url,title,date,source,article,indexno,doc_no,category,region
10,http://www.jl.gov.cn/szfzt/2022jlszyzchg/zcsy/shbz_419836/202301/t20230112_8659274.html,关键词延长城乡居民基本医疗保险预缴期,2023-01-12,吉林省人民政府网,"政策亮点：城乡居民医保集中预缴期由2022年12月31日临时延长至2023年2月28日。2023年1月1日至2月28日期间缴纳城乡居民医保费用的人员,自缴费成功次日起享受2023年度城乡居民医保待遇。在集中预缴期外参保缴费的,自缴费成功次日起继续设置90日待遇等待期。",,,,吉林省
11,http://www.jl.gov.cn/szfzt/2022jlszyzchg/zcsy/shbz_419836/202301/t20230112_8659277.html,关键词医疗保险异地就医,2023-01-12,吉林省人民政府网,政策亮点：为保证《办法》贯彻落实工作顺利有序推进，设置衔接过渡期，衔接过渡期至2022年12月31日止。过渡期内各地要积极配合省级医保、财政部门开展医保信息平台系统改造、经办规程调整、定点机构接口改造及业务指导等工作，结合国家医保信息平台支撑情况和各省异地就医政策执行时点逐步开通线上服务。同时要结合本统筹区政策衔接实际，将推进情况及各项服务开通情况及时告知参保人员，确保参保人员及时享受异地就医直接结算服务。,,,,吉林省
12,http://www.jl.gov.cn/szfzt/2022jlszyzchg/zcsy/shbz_419836/202301/t20230112_8659284.html,关键词职工基本医疗保险门诊共济保障机制,2023-01-12,吉林省人民政府网,政策亮点：职工医保参保人员凭本人的医疗保障凭证（包括居民身份证、社会保障卡、医保电子凭证等）在定点医疗机构门诊就医，所发生的医疗费用应由医保基金支付的，定点医疗机构通过医保信息系统应当如实记账，按月向医保经办机构申请结算。异地就医的参保人员，可在备案后到统筹区外定点医疗机构门诊就医，联网结算医疗费用；对未能联网结算的，凭医疗保障凭证、医疗费用收据（发票）、病历等材料到参保地医保经办机构办理结算。,,,,吉林省
13,http://www.jl.gov.cn/zw/yw/zwlb/sx/sz/202304/t20230418_2334250.html,延边州确保城镇职工基本医疗保险基金安全运行,2023-04-18,吉林省人民政府网,近年来，延边州医保局按照“立足实际，把握机遇，探索创新，推进发展”总体思路，“三管齐下”推进监管队伍建设、监管机制完善和监管体系打造，坚决守好人民群众“保命钱”“救命钱”。调整划入比例。今年起，全州对职工基本医疗保险个人账户管理办法进行调整，将在职职工单位缴纳的基本医疗保险费全部划入统筹基金，提高统筹账户收入，保障基金可持续运行。开展联合监管。医保、卫健、市场监管部门积极协同合作，携手打击套取、骗取医保基金行为，曝光违法违规典型案例，维护医保基金安全运行。实行统收统支。各县（市）将职工医保基金累计结余及每月参保缴费收入上解至州级基金统筹专户，医保部门按季度测算县（市）职工医保待遇发放金额，州财政局审核后从州级基金统筹专户中拨付县（市）。截至目前，各县（市）累计上解城镇职工基本医疗保险基金结余资金共计114985万元。一季度，州级统筹专户拨付县（市）医保待遇支出28500万元。,,,,吉林省
14,http://www.jl.gov.cn/zw/yw/zwlb/sx/sz/202304/t20230427_2346127.html,白山市医保局多措并举增实效全力做好医疗保险参保缴费工作,2023-05-04,吉林省人民政府网,,,,,吉林省
15,http://www.jl.gov.cn/zw/yw/zwlb/sx/xs/202305/t20230519_2361112.html,前郭进一步提升医保政务公开含金量,2023-05-19,吉林省人民政府网,为全面提升为民服务质量，进一步提升医保政务公开“含金量”，前郭县以群众需求为导向，打造群众看得见、看得清、看得明的政务公开体系，保障群众的知情权、监督权、参与权，进一步提升群众的满意度。为群众提供全面精准的信息展示和办事指引，推进政务新媒体、政府网站线上和线下互联共享建设。线上以政府网、“前郭医保”公众号作为政务公开第一平台，强化管理和集中规范公开行政规范性文件，加强对政策法规、公告公示等高效整合和信息共享。线下设立咨询服务电话，及时解决群众问询的问题。在多渠道畅通公开政策文件的同时，注重当前热点回应解读，对参保群众普遍关心的政策精准解读，尝试以图片解读、宣传片解读、政策“一问一答”等多元化解读方式回应群众关切，力争第一时间消除群众疑惑，构建信息发布、回应、解读三位一体的公开模式，积极通过电视新闻、在线访谈、政务服务热线等公开形式，加强与群众面对面交流。对群众通过网站、信函、当面、传真等渠道申请发起的政府信息公开申请，加强依申请公开程序落实，严格落实法定职责，依法依规做好依申请答复，提高答复的及时性和针对性。持续做好人大代表、政协提案，通过零距离、面对面座谈交流等方式，将意见建议作为改进工作的重要参考。（王欣欣）,,,,吉林省
16,http://www.jl.gov.cn/zw/yw/zwlb/sz/202304/t20230404_2309962.html,我省启动医保基金监管集中宣传月活动,2023-04-04,吉林省人民政府网,4月3日，吉林省暨长春市医保基金监管集中宣传月活动启动仪式在长春举行。此次活动由省医疗保障局和长春市医疗保障局联合主办，省及长春市公安、财政、卫生健康、市场监管、药品监管等部门与部分定点医疗机构和参保群众代表、社会监督员代表共750余人参加了活动启动仪式。本次医保基金监管集中宣传月活动以“安全规范用基金　守好人民看病钱”为主题，通过线上线下相结合的方式举办系列活动，进一步拓宽宣传渠道，广泛开展医保基金监管法律、法规和政策措施的宣传教育，讲好医保监管故事。通过大力宣传举报欺诈骗保行为的奖励办法，充分鼓励各地群众发挥社会监督作用，群众可通过省级和各地举报投诉电话对欺诈骗保行为进行投诉举报。通过组织召开定点医药机构、经办机构警示教育大会，重点围绕医保基金监管法律法规与政策措施，通报打击欺诈骗保典型案例，讲清欺诈骗保的危害及后果，警示定点医药机构、经办机构及从业人员提高行业自律意识和个人守信意识，自觉维护基金安全。“今年我省医保基金监管集中宣传月活动聚焦群防群治、强化社会监督，力求推动全社会共同关注、支持、参与医保基金监管工作。接下来，我省医保部门将持续健全完善基金监管长效机制，切实提高医保经办服务能力，不断提升参保群众的获得感、幸福感和安全感。”省医疗保障局基金监管处处长李宏坤在启动仪式结束后说。（何泽溟）,,,,吉林省
17,http://www.jl.gov.cn/zw/yw/zwlb/sz/202305/t20230517_2359316.html,省医疗保障局夯实思想根基筑牢医保屏障,2023-05-17,吉林省人民政府网,学习贯彻习近平新时代中国特色社会主义思想主题教育开展以来，省医疗保障局认真贯彻落实中央决策部署和省委工作要求，将坚持学思用贯通、知信行统一作为根本任务，扎扎实实推进主题教育全面铺开。理论学习深。坚持读原著、学原文、悟原理，全面学习领会习近平新时代中国特色社会主义思想的科学体系、核心要义、实践要求，深入学习习近平总书记重要讲话和重要指示批示精神，跟进学习习近平总书记最新重要讲话和文章。举办为期7天的主题教育读书班，通过集中学习、交流研讨、专家辅导、参观见学、个人自学等方式，做到领导带头学、融会贯通学、结合实际学。各党支部采取“三会一课”、主题党日、业务学习等方式同步开展。全局上下联动，广泛覆盖，以高质量读书班推动高质量主题教育。查找问题“准”。开展主题教育先查先改工作，坚持边学习、边对照、边检视、边整改，围绕主题教育方案规定的6个方面，结合巡视巡察、调查研究、推动高质量发展、群众反映强烈的突出问题等，认真查找突出问题，列出整改措施、明确整改时限、切实做好主题教育检视整改，确保检视整改取得实效。调查研究“实”。制定调查研究实施方案，部署全局调查研究工作，成立领导小组，科学确定全局大兴调查研究的17个方面调研方向。围绕全面实施待遇清单制度，健全多层次医疗保障体系，制度化常态化实施药品耗材集中带量采购，稳妥推进医疗服务价格改革、支付方式改革，加强医保基金监管，强化医疗保障经办管理服务体系建设等重要民生实事，明确26个调研题目。通过建立健全职工医保门诊统筹制度，规范统一医保门诊慢特病病种等措施，进一步落实待遇清单制度，确保医保制度公平可持续。联合多部门共同印发了《关于印发加强吉林省医疗保障服务体系建设推进服务下沉工作方案的通知》，加快完善吉林省医疗保障服务体系建设。依托乡镇（街道）政务服务中心、村（社区）综合服务中心，推进医保服务下沉，不断完善异地就医政策，加强创新异地就医经办服务，计划于今年实现省内门诊异地就医免备案直接结算，不断满足群众就医和医保需求，提供更加贴心暖心的服务。（邱国强） ,,,,吉林省
18,http://www.longjing.gov.cn/ljszfxxgkw/gzbm/cyqguosj/xxgkml/202305/t20230505_417274.html,延边州医疗保障局延边州财政局关于上解城镇职工基本医疗保险累计结余资金的通知,2023-05-05,龙井市人民政府,各县（市）医疗保障局、财政局：按照《关于全面启动城镇职工基本医疗保险和补充保险基金州级统收统支工作的通知》（延州医保联发〔2022〕13号）要求，为规范城镇职工医疗保险（以下简称“职工医保”）结余基金管理，现就上解职工医保结余基金阶段性工作要求通知如下：请各县（市）医疗保障局、财政局加强协同配合，于2023年4月31日之前，将留存县（市）职工医保基金财政专户的职工医保累计结余全额上解至职工医保州级统筹基金财政专户。各县（市）存在职工医保基金财政专户中尚未到期的定期存款等客观情况，由所涉县（市）财政部门书面向州财政局报告，待协议期满的5个工作日内将本息全额转入职工医保州级统筹基金财政专户。, 11222405MB1899150Q/2023-04463, 延州医保联发〔2023〕8号, 医保经办服务;通知,吉林省
19,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/swygwj/swygwj1/202303/t20230314_8148491.shtml,中共山西省委 山西省人民政府关于加强新时代老龄工作的实施意见,2023-03-14,中共陕西省委办公厅,,,,,山西省
20,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/swygwj/swygwj1/202303/t20230314_8148495.shtml,中共山西省委 山西省人民政府关于贯彻落实《国家标准化发展纲要》的实施意见,2023-03-14,中共陕西省委办公厅,,,,,山西省
21,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/swygwj/swygwj1/202303/t20230321_8194328.shtml,中共山西省委办公厅关于印发《山西省市级以下事业单位领导人员管理办法》的通知,2023-03-15,中共陕西省委办公厅,,,,,山西省
22,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/swygwj/swygwj1/202303/t20230322_8199343.shtml,中共山西省委 山西省人民政府关于做好2023年全面推进乡村振兴重点工作的实施意见,2023-03-22,中共陕西省委办公厅,,,,,山西省
23,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/swygwj/swygwj1/202303/t20230330_8254525.shtml,中共山西省委 山西省人民政府关于印发《山西省综合立体交通网规划纲要》的通知,2023-03-30,中共陕西省委办公厅,,,,,山西省
24,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/swygwj/swygwj1/202303/t20230330_8254529.shtml,中共山西省委办公厅 山西省人民政府办公厅印发《关于深化生态保护补偿制度改革的实施意见》的通知,2023-03-30,中共陕西省委办公厅,,,,,山西省
25,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202305/t20230516_8560553.shtml,山西省人民政府办公厅关于印发山西省电动汽车充（换）电基础设施建设运营管理办法的通知,2023-05-16,省政府办公厅文件,,012150SX00100/2023-17115,晋政办发〔2023〕22号,建设规划;安全监管（执法）,山西省
26,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202305/t20230516_8560593.shtml,山西省人民政府办公厅关于印发全面推进煤矿智能化和煤炭工业互联网平台建设实施方案的通知,2023-05-16,省政府办公厅文件,,012150SX00100/2023-17118,晋政办发〔2023〕27号,国土资源;能源;煤炭;安全生产监督,山西省
27,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202305/t20230516_8560618.shtml,山西省人民政府办公厅关于印发山西省推进服务业提质增效2023年行动计划的通知,2023-05-16,省政府办公厅文件,,012150SX00100/2023-17128,晋政办发〔2023〕28号,旅游;服务业,山西省
28,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202306/t20230602_8664010.shtml,山西省人民政府办公厅关于印发山西省食品安全工作评议考核办法的通知,2023-05-24,省政府办公厅文件,,012150SX00100/2023-17772,晋政办发〔2023〕31号,市场监管;安全生产监管,山西省
29,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202306/t20230602_8664029.shtml,山西省人民政府办公厅关于印发山西省煤炭洗选行业建设项目管理暂行办法的通知,2023-05-25,省政府办公厅文件,,012150SX00100/2023-17775,晋政办发〔2023〕33号,国土资源;能源,山西省
30,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202306/t20230602_8664128.shtml,山西省人民政府办公厅关于成立山西省第五次全国经济普查领导小组的通知,2023-05-17,省政府办公厅文件,,012150SX00100/2023-17785,晋政办函〔2023〕50号,综合政务,山西省
31,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfbgtwj/202306/t20230602_8664324.shtml,山西省人民政府办公厅关于表彰2022年度山西省政务公开工作先进集体和先进个人的决定,2023-05-29,省政府办公厅文件,,012150SX00100/2023-17786,晋政办函〔2023〕60号,综合政务,山西省
32,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfl/202301/t20230112_7788044.shtml,山西省地下文物保护管理办法,2022-12-28,省政府令,,012150SX00100/2023-00768,山西省人民政府令第305号,文化;广电;新闻出版;文物,山西省
33,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfl/202301/t20230112_7788188.shtml,山西省网络餐饮服务食品安全监督管理暂行办法,2022-12-28,省政府令,,012150SX00100/2023-00785,市场监管、安全生产监管;食品药品监督,,山西省
34,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfl/202302/t20230203_7914041.shtml,山西省治理道路货物运输源头超限超载办法,2023-01-16,省政府令,,012150SX00100/2023-02207,山西省人民政府令第301号,工业;交通,山西省
35,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfl/202302/t20230203_7914578.shtml,山西省实施《工伤保险条例》办法,2023-01-16,省政府令,,012150SX00100/2023-02219,山西省人民政府令第302号,劳动;人事;监察,山西省
36,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfl/202302/t20230203_7914604.shtml,山西省陆生野生动物造成人身与财产损害补偿办法,2023-01-16,省政府令,,012150SX00100/2023-02221,山西省人民政府令第303号,农业;林业;水利,山西省
37,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfl/202302/t20230203_7914760.shtml,山西省学校学生人身伤害事故预防与处理办法,2023-01-16,省政府令,,012150SX00100/2023-02222,山西省人民政府令第304号,公安;安全;司法,山西省
38,http://www.shanxi.gov.cn/zfxxgk/zfxxgkzl/fdzdgknr/lzyj/szfwj/202305/t20230516_8560609.shtml,山西省人民政府关于重新公布全省征地区片综合地价的通知,2023-05-12,省政府办公厅文件,,012150SX00100/2023-17125,晋政发〔2023〕12号,国民经济管理;国有资产监管,山西省
